x,y,z
-7.312864861,2.13098822,1
-4.543809337,-29.22402097,1
-59.81636276,-71.27164751,1
0.699689523,-6.854766475,1
13.26501984,33.96835849,1
6.674966327,61.06554562,1
-2.165234999,1.586721208,1
0.968650006,8.925835689,1
0.065870554,0.023112551,1
58.96324981,21.20291143,1
-1.961065983,13.57242284,1
-46.70982691,-24.34049365,1
-23.9224156,5.81620828,1
0.892144722,0.157182081,1
5.975245388,6.999340943,1
2.799549558,-4.161782507,1
-21.56548298,-35.9659518,1
-2.221050415,2.237726954,1
19.6036717,19.04816915,1
8.977140896,-0.628586739,1
-2.027471313,-60.48843317,1
52.18634647,-45.75012797,1
1.289486685,-1.048366517,1
-15.42454634,1.508925483,1
1.664861066,15.97826669,1
37.77091508,33.14151336,1
-10.98396038,16.65898091,1
64.84518976,48.91829613,1
-6.100572526,5.975667294,1
-43.47033672,-47.74021783,1
30.505789,-6.086177291,1
-5.948663775,39.11670994,1
-0.778145483,2.561821447,1
-0.238927375,-63.85523733,1
-4.323622537,0.037188664,1
8.774621083,-0.599795265,1
-37.05889625,-32.14635775,1
-23.62637887,7.897900117,1
-10.7720157,-34.07114131,1
67.82557159,-38.76637055,1
-5.226239614,-7.251541867,1
14.49924004,-37.09007177,1
90.62424717,-92.49744691,1
5.269407399,8.736033962,1
-27.70399154,-8.074746809,1
41.86501492,28.63358307,1
82.11989524,96.25705445,1
-99.32003742,-106.52613,1
12.4105427,-25.37124392,1
34.29998257,-12.98401738,1
20.04042603,8.279422695,1
-1.558748354,-0.677920402,1
-7.960940317,-45.84081134,1
9.456619717,14.265025,1
-2.834686851,-8.081512389,1
-4.003827141,1.84200654,1
6.468336326,-8.992718743,1
-8.585610572,-0.810365596,1
-11.20736725,-15.17437687,1
0.133520042,-0.229907608,1
-37.38585872,-10.47093164,1
-7.628716265,6.712007423,1
-16.89764668,7.545880722,1
-0.074319197,0.086189242,1
-21.00145369,8.303293444,1
-20.72871909,9.864632656,1
-1.602738739,1.976635364,1
-4.227788454,3.250737372,1
-2.101675033,-15.33052287,1
-2.158692691,-1.852845358,1
63.00008752,-123.4527738,1
-11.90782122,-10.67601338,1
-4.769383914,-23.22319139,1
2.265693886,-3.587755268,1
-11.50986511,4.115569682,1
5.648245252,-8.012548791,1
-6.373552737,25.96981126,1
-18.48265451,-41.34440517,1
79.70462122,-58.42419346,1
-3.817303457,-3.101480789,1
-1.084870194,-49.90737565,1
46.57516813,-44.53717746,1
4.732937861,-26.63959036,1
